title:Skeles Wishlist
description:A list of rolls I personally enjoy, heavy PvE bias
dimwishlist:item=4019668921&perks=1168162263,3038247973
dimwishlist:item=4019668921&perks=1168162263,2896038713
dimwishlist:item=4019668921&perks=1168162263,4293542123
dimwishlist:item=4019668921&perks=1168162263,2848615171
dimwishlist:item=4019668921&perks=3400784728,3425386926
dimwishlist:item=4019668921&perks=3400784728,3038247973
dimwishlist:item=4019668921&perks=3400784728,2896038713
dimwishlist:item=4019668921&perks=3400784728,4293542123
dimwishlist:item=4019668921&perks=3400784728,2848615171
dimwishlist:item=4019668921&perks=671806388,3425386926
dimwishlist:item=4019668921&perks=671806388,3038247973
dimwishlist:item=4019668921&perks=671806388,2896038713
dimwishlist:item=4019668921&perks=671806388,4293542123
dimwishlist:item=4019668921&perks=671806388,2848615171
dimwishlist:item=4019668921&perks=744594675,3425386926
dimwishlist:item=4019668921&perks=744594675,3038247973
dimwishlist:item=4019668921&perks=744594675,2896038713
dimwishlist:item=4019668921&perks=744594675,4293542123
dimwishlist:item=4019668921&perks=744594675,2848615171


// Pizzicato-22 - PvP (pvp)
//notes: tags:pvp
dimwishlist:item=4100775158&perks=699525795,2846385770
dimwishlist:item=4100775158&perks=699525795,4071163871
dimwishlist:item=4100775158&perks=2451262963,2846385770
dimwishlist:item=4100775158&perks=2451262963,4071163871
dimwishlist:item=4100775158&perks=1428297954,2846385770
dimwishlist:item=4100775158&perks=1428297954,4071163871


// Pizzicato-22 ()
dimwishlist:item=4100775158&perks=2010801679,2458213969
dimwishlist:item=4100775158&perks=2010801679,4071163871
dimwishlist:item=4100775158&perks=3513791699,2458213969
dimwishlist:item=4100775158&perks=3513791699,4071163871


// Better Devils (pve)
//notes: tags:pve
dimwishlist:item=4152016199&perks=1523832109,3038247973
dimwishlist:item=4152016199&perks=1523832109,1015611457
dimwishlist:item=4152016199&perks=1523832109,831391274
dimwishlist:item=4152016199&perks=1523832109,4104185692
dimwishlist:item=4152016199&perks=247725512,3038247973
dimwishlist:item=4152016199&perks=247725512,1015611457
dimwishlist:item=4152016199&perks=247725512,831391274
dimwishlist:item=4152016199&perks=247725512,4104185692
dimwishlist:item=4152016199&perks=3828510309,3038247973
dimwishlist:item=4152016199&perks=3828510309,1015611457
dimwishlist:item=4152016199&perks=3828510309,831391274
dimwishlist:item=4152016199&perks=3828510309,4104185692
dimwishlist:item=4152016199&perks=3523296417,3038247973
dimwishlist:item=4152016199&perks=3523296417,1015611457
dimwishlist:item=4152016199&perks=3523296417,831391274
dimwishlist:item=4152016199&perks=3523296417,4104185692


// Faith-Keeper - Big Blast ()
//notes: Reload speed is a priority with this roll.
Impulse or clown are the best options for rld
dimwishlist:item=4195186942&perks=951095735,563069569
dimwishlist:item=4195186942&perks=2869569095,563069569
dimwishlist:item=4195186942&perks=2284787283,563069569
dimwishlist:item=4195186942&perks=3300816228,563069569


// Faith-Keeper - General ()
dimwishlist:item=4195186942&perks=951095735,4104185692
dimwishlist:item=4195186942&perks=951095735,3194351027
dimwishlist:item=4195186942&perks=951095735,3523296417
dimwishlist:item=4195186942&perks=2869569095,4104185692
dimwishlist:item=4195186942&perks=2869569095,3194351027
dimwishlist:item=4195186942&perks=2869569095,3523296417
dimwishlist:item=4195186942&perks=2284787283,4104185692
dimwishlist:item=4195186942&perks=2284787283,3194351027
dimwishlist:item=4195186942&perks=2284787283,3523296417
dimwishlist:item=4195186942&perks=3300816228,4104185692
dimwishlist:item=4195186942&perks=3300816228,3194351027
dimwishlist:item=4195186942&perks=3300816228,3523296417


// False Idols - Solar (pve)
//notes: Mmm, burn everything tags:pve
dimwishlist:item=4207120603&perks=4293542123,3708227201
dimwishlist:item=4207120603&perks=4293542123,2396489472
dimwishlist:item=4207120603&perks=4293542123,4049631843


// Marcato-45 ()
dimwishlist:item=4233375372&perks=4071163871,95528736


// Marcato-45 - Strand ()
//notes: mmm strand
dimwishlist:item=4233375372&perks=923806249,831391274
dimwishlist:item=4233375372&perks=3523296417,831391274


